optimizer,epoch,val_accuracy,val_f1_micro,val_recall_micro,val_precision_micro,train_loss,val_loss,train_f1_micro,train_precision_micro,train_recall_micro
adagrad,37,0.9933673469387755,0.997424212403408,0.9968316831683168,0.9980174464710547,0.01672278101021031,0.005351402324016149,0.9896277129664741,0.9910646472769512,0.9881949394155382
adagrad,38,0.9938775510204082,0.9976228209191759,0.9972277227722772,0.9980182322631788,0.017065122843069925,0.004966057555474417,0.9891786965349517,0.9908810513611371,0.9874821810406272
adagrad,39,0.9938775510204082,0.9976228209191759,0.9972277227722772,0.9980182322631788,0.015920934375699868,0.00523333871542305,0.9903661745684849,0.9915602393498258,0.9891749821810406
adagrad,40,0.9933673469387755,0.997424212403408,0.9968316831683168,0.9980174464710547,0.015136195973155653,0.005292156621414636,0.9905050595105425,0.9911678115799804,0.9898431931575196
adagrad,41,0.9938775510204082,0.9976228209191759,0.9972277227722772,0.9980182322631788,0.015430704258510291,0.004899976368546866,0.9909198402605806,0.992536312849162,0.9893086243763364
adagrad,42,0.9938775510204082,0.9976228209191759,0.9972277227722772,0.9980182322631788,0.01524730849896602,0.004968208788979646,0.9905670896237986,0.9917392275061397,0.9893977191732003
adagrad,43,0.9938775510204082,0.9976228209191759,0.9972277227722772,0.9980182322631788,0.015315918236558772,0.004834264879381018,0.9906329452696374,0.9919160339437249,0.9893531717747683
adagrad,44,0.9933673469387755,0.997424212403408,0.9968316831683168,0.9980174464710547,0.015069920430574932,0.004626120547336355,0.9904337161333482,0.991561369826316,0.9893086243763364
adagrad,45,0.9933673469387755,0.997424212403408,0.9968316831683168,0.9980174464710547,0.014199425351639317,0.0047336639251978115,0.9915940154741466,0.9926342573992233,0.9905559515324305
adagrad,46,0.9938775510204082,0.9976228209191759,0.9972277227722772,0.9980182322631788,0.013872239939338718,0.004506866162766379,0.9911007025761124,0.9924509760128646,0.9897540983606558
adagrad,47,0.9938775510204082,0.9976228209191759,0.9972277227722772,0.9980182322631788,0.014749676162391465,0.004717031829011608,0.9903882607435159,0.9916045192694145,0.9891749821810406
adagrad,48,0.9938775510204082,0.9976228209191759,0.9972277227722772,0.9980182322631788,0.014394083207616861,0.00473608860344512,0.991351254959654,0.9921031498170786,0.9906004989308624
adagrad,49,0.9938775510204082,0.9976228209191759,0.9972277227722772,0.9980182322631788,0.013724505967961527,0.004710706798668609,0.991031190040605,0.9926700634665236,0.9893977191732003
adagrad,50,0.9938775510204082,0.9976228209191759,0.9972277227722772,0.9980182322631788,0.013289031883881496,0.004699806040461764,0.9921073753678765,0.9930815925727549,0.9911350677120456
adamw,1,0.9938775510204082,0.9976237623762376,0.9976237623762376,0.9976237623762376,0.09207109874444351,0.005421198287037942,0.9274326553051127,0.9545454545454546,0.9018175338560228
adamw,2,0.9959183673469387,0.998417095370004,0.9992079207920792,0.9976275207591934,0.019044818156626633,0.003724112800498878,0.9888903761210012,0.9904370363750111,0.9873485388453315
adamw,3,0.996938775510204,0.998812821527503,0.9996039603960396,0.9980229339659945,0.011973639960807215,0.0029251858634092875,0.9930263128578749,0.9933140182750168,0.9927387740555952
adamw,4,0.9979591836734694,0.999208547685002,1.0,0.9984183471727955,0.01069064031824457,0.001991469073522128,0.9945856821372073,0.9949182008647974,0.9942533856022808
adamw,5,0.9964285714285714,0.9984164687252574,0.9988118811881188,0.998021369212505,0.009792461585925321,0.0020765634554830896,0.9953181433094038,0.9962510041953049,0.9943870277975766
adamw,6,0.9974489795918368,0.9990097048920579,0.9988118811881188,0.9992076069730587,0.00630346700609356,0.00208952424080851,0.9967474603457495,0.9969251336898396,0.9965698503207413
adamw,7,0.9964285714285714,0.9986130374479889,0.998019801980198,0.9992069785884219,0.009735765379519921,0.0015670948808199645,0.9948973907618263,0.995274397039811,0.9945206699928724
adamw,8,0.9979591836734694,0.9992076069730587,0.9988118811881188,0.9996036464526358,0.004842706215561766,0.0015750299207392883,0.9976607926571167,0.9978608672400731,0.99746079828938
adamw,9,0.9933673469387755,0.9974252327193504,0.9972277227722772,0.9976228209191759,0.006043305889880325,0.0028697961030678815,0.997392990039885,0.9977709419999108,0.9970153243050606
adamw,10,0.9989795918367347,0.9996038034865293,0.9992079207920792,1.0,0.005573853071200301,0.0008235218802401876,0.997037136046693,0.9971926384742212,0.9968816821097648
adamw,11,1.0,1.0,1.0,1.0,0.0026831777465931256,0.00018014353865547324,0.998618722987123,0.9988412514484357,0.9983962936564504
adamw,12,0.9984693877551021,0.9994058229352347,0.9992079207920792,0.9996038034865293,0.004294977492895515,0.0011811200593491108,0.997705655670149,0.9977723323680107,0.9976389878831077
adamw,13,0.9989795918367347,0.9996041171813144,1.0,0.999208547685002,0.0028624138769767827,0.0006974229887327849,0.9990642962170833,0.9992869239682681,0.9988417676407698
adamw,14,0.9994897959183674,0.9998020194020986,1.0,0.9996041171813144,0.0033927961471301132,0.0004244735270921577,0.9984853884533144,0.9984853884533144,0.9984853884533144
adamw,15,1.0,1.0,1.0,1.0,0.0022214405954720825,6.326668072219667e-05,0.99895301953621,0.9990642962170833,0.9988417676407698
adamw,16,0.9974489795918368,0.9990093124628492,0.9984158415841584,0.999603489294211,0.001580182120655874,0.0014457324608373506,0.9991535240131872,0.9992425592585992,0.9990645046329294
adamw,17,1.0,1.0,1.0,1.0,0.0015019529961000967,3.7984616774013245e-05,0.9992871145963287,0.9994652406417113,0.9991090520313614
adamw,18,1.0,1.0,1.0,1.0,0.0015203168472555763,7.244133537044815e-05,0.9992872098721433,0.9993317294840952,0.9992426942266571
adamw,19,0.9994897959183674,0.9998020194020986,1.0,0.9996041171813144,0.001321174204912661,0.00042796710924231053,0.9995545458595038,0.9995100222717149,0.9995990734141126
adamw,20,1.0,1.0,1.0,1.0,0.001233542008540751,3.6239096611723196e-05,0.9992871781163681,0.9993762252717876,0.9991981468282253
adamw,21,0.9994897959183674,0.9998020194020986,1.0,0.9996041171813144,0.002533373698829437,0.0003361057248739012,0.9991758547722464,0.9991981111061612,0.9991535994297933
adamw,22,0.9994897959183674,0.9998020194020986,1.0,0.9996041171813144,0.0013471686015360388,0.0010453486225120874,0.9992649188069409,0.9993316997104033,0.9991981468282253
adamw,23,0.9989795918367347,0.9996041171813144,1.0,0.999208547685002,0.0007283542534787717,0.0005458798251047801,0.9996213386791403,0.9996436049360716,0.9995990734141126
adamw,24,0.9994897959183674,0.9998020194020986,1.0,0.9996041171813144,0.0010969572481098367,0.00012557100316824442,0.9995545061700896,0.9995990376904571,0.9995099786172488
adamw,25,0.9994897959183674,0.9998019409784116,0.9996039603960396,1.0,0.0009739525612408295,0.00015110929700969263,0.9995990555530806,0.9996435890581841,0.9995545260156807
adamw,26,0.9994897959183674,0.9998020194020986,1.0,0.9996041171813144,0.0011393417034848126,0.0002804506063874753,0.9993986503040156,0.99933187831277,0.9994654312188168
adamw,27,0.9994897959183674,0.9998019409784116,0.9996039603960396,1.0,0.0003795490006700492,0.0025034615387085437,0.9998218024680359,0.999866345896819,0.9997772630078403
adamw,28,0.9994897959183674,0.9998019409784116,0.9996039603960396,1.0,0.00047615985731008033,0.002200618172628872,0.9997104612574891,0.9996436684334774,0.9997772630078403
adamw,29,1.0,1.0,1.0,1.0,0.0009118353346591992,9.013304706543336e-07,0.9996213386791403,0.9996436049360716,0.9995990734141126
adamw,30,0.9994897959183674,0.9998020194020986,1.0,0.9996041171813144,0.0009993043619935854,0.000811116810672963,0.9995322418977615,0.9995545061700896,0.9995099786172488
adamw,31,0.9994897959183674,0.9998019409784116,0.9996039603960396,1.0,0.0011929589468578188,0.0006410659119724858,0.9994431451163827,0.9994654074041075,0.9994208838203849
adamw,32,1.0,1.0,1.0,1.0,0.0006522172865897863,1.5248101497537717e-06,0.9996658870698296,0.9996881543190627,0.9996436208125445
adamw,33,1.0,1.0,1.0,1.0,0.0016227033510595296,8.82210301349042e-06,0.9993763919821826,0.9992873686085872,0.9994654312188168
adamw,34,1.0,1.0,1.0,1.0,0.0006362237140946696,1.7968941623918373e-06,0.9997326917936381,0.9998217786490822,0.9996436208125445
adamw,35,1.0,1.0,1.0,1.0,0.00046954186753442144,5.066861078391965e-06,0.999754962019113,0.9998663280310119,0.9996436208125445
adamw,36,1.0,1.0,1.0,1.0,0.0008490211382106395,6.43951342388888e-05,0.9996213049386291,0.9997326560620238,0.9995099786172488
adamw,37,1.0,1.0,1.0,1.0,0.0005705671138539879,1.8489868437005915e-07,0.9996658870698296,0.9996881543190627,0.9996436208125445
adamw,38,1.0,1.0,1.0,1.0,0.0006801966741259615,9.345599492819362e-08,0.9997327156094085,0.9997327156094085,0.9997327156094085
adamw,39,1.0,1.0,1.0,1.0,0.0007329684097105593,1.2392300771249211e-06,0.9997772630078403,0.9997772630078403,0.9997772630078403
adamw,40,1.0,1.0,1.0,1.0,0.0006289623441627474,5.3200030652150654e-08,0.9996436208125445,0.9996436208125445,0.9996436208125445
adamw,41,1.0,1.0,1.0,1.0,0.0006278344745851812,3.3134623986827554e-06,0.999643636687603,0.9995991091314032,0.9996881682109765
adamw,42,1.0,1.0,1.0,1.0,0.0009012902264213118,2.3871795858940007e-06,0.9996213218096363,0.9996881265315215,0.9995545260156807
adamw,43,1.0,1.0,1.0,1.0,0.00045175727680431515,6.7804263780708265e-06,0.9997772729297519,0.9997327394209354,0.9998218104062723
adamw,44,1.0,1.0,1.0,1.0,0.0017855902616773632,4.501794779666384e-06,0.9994208580211164,0.9994653835872761,0.999376336421953
adamw,45,1.0,1.0,1.0,1.0,0.0013777891794448818,1.3043312756304865e-05,0.9994877163284852,0.9994654550314045,0.9995099786172488
adamw,46,0.9994897959183674,0.9998020194020986,1.0,0.9996041171813144,0.0004672632453200553,0.0013290094366840224,0.9997995233109839,0.9998663399420806,0.9997327156094085
adamw,47,1.0,1.0,1.0,1.0,0.0009019294086053841,5.142783087464914e-07,0.9996881959910913,0.9995991448423303,0.9997772630078403
adamw,48,1.0,1.0,1.0,1.0,0.0006539976479582335,1.218185828820128e-07,0.9997772630078403,0.9997772630078403,0.9997772630078403
adamw,49,0.9994897959183674,0.9998019409784116,0.9996039603960396,1.0,0.0006022651502734854,0.0002581891269538952,0.9997549838512084,0.9997772530850447,0.9997327156094085
adamw,50,1.0,1.0,1.0,1.0,0.0007666935150935544,4.8220198795434375e-08,0.9997772630078403,0.9997772630078403,0.9997772630078403
